Gene	PM1	PM2	LN1	LN2
GPR87	63	16	2	0
GPR88	0	0	3	3
GPR89A	143	136	65	60
GPR89B	28	19	9	9
GPR89C	0	0	0	0
GPR97	1	0	8	1
GPR98	369	249	442	451
GPRASP1	27	35	51	44
GPRASP2	1	1	12	18
GPRC5A	734	538	1	1
GPRC5B	77	47	110	93
GPRC5C	326	532	398	407
GPRC5D	6	9	0	0
GPRC6A	0	0	1	0
GPRIN1	666	503	320	281
GPRIN2	1	0	0	2
GPRIN3	1	4	2	0
GPS1	2465	1914	2518	2671
GPS2	793	771	607	587
GPSM1	292	339	943	869
GPSM2	1566	1325	627	679
GPSM3	32	49	14	4
GPT	36	33	179	139
GPT2	1841	1440	3881	3999
GPX1	5	9	1719	1910
GPX2	10	5	8	5
GPX3	13	20	10	4
GPX4	7079	7738	3716	4241
GPX5	0	0	0	0
GPX6	0	0	0	0
GPX7	0	0	0	1
GPX8	496	360	895	860
GRAMD1A	642	860	1578	1592
GRAMD1B	1	0	2	1
GRAMD1C	246	155	233	218
GRAMD2	35	57	9	6
GRAMD3	388	551	274	328
GRAMD4	1132	1155	389	365
GRAP	1	3	10	13
GRAP2	0	0	1	1
GRAPL	0	0	0	0
GRASP	2	2	34	42
GRB10	128	101	23720	23194
GRB14	279	475	120	125
GRB2	5229	4331	3035	3336
GRB7	302	429	257	232
GREB1	6325	2098	817	612
GREB1L	115	115	163	144
GREM1	0	0	0	0
GREM2	0	0	1	0
GRHL1	1402	1807	636	596
GRHL2	5482	4441	3628	3248
GRHL3	63	124	17	16
GRHPR	1473	1586	2711	3110
GRIA1	0	0	0	1
GRIA2	1	0	0	0
GRIA3	0	0	3	7
GRIA4	1	1	0	0
GRID1	44	59	6	4
GRID2	0	0	3	0
GRID2IP	25	52	52	45
GRIK1	14	20	0	0
GRIK1-AS1	0	0	0	0
GRIK2	1	3	8	6
GRIK3	67	78	0	0
GRIK4	8	9	1	2
GRIK5	10	8	75	75
GRIN1	65	110	187	164
GRIN2A	0	0	0	0
GRIN2B	0	0	0	2
GRIN2C	23	20	39	42
GRIN2D	99	65	15	21
GRIN3A	8	4	17	13
GRIN3B	3	27	1	2
GRINA	5774	6594	5074	5248
GRINL1A	205	187	365	327
GRIP1	436	272	10	10
GRIP2	7	8	0	1
GRIPAP1	952	911	1044	991
GRK1	0	1	104	62
GRK4	18	31	58	39
GRK5	34	37	54	70
GRK6	2236	1821	1511	1755
GRK7	1	2	1	0
GRM1	0	1	13	11
GRM2	0	3	2	3
GRM3	2	3	2	0
GRM4	55	239	0	2
GRM5	0	0	0	0
GRM6	0	1	1	1
GRM7	0	0	2	4
GRM8	0	0	7	22
GRN	4001	5816	1180	1187
GRP	0	0	0	0
GRPEL1	2201	1642	2147	2243
GRPEL2	1063	664	1934	1818
GRPR	32	16	16	10
GRRP1	0	1	5	6
GRSF1	5782	4916	4877	5349
GRTP1	318	286	214	189
GRWD1	1173	756	790	866
GRXCR1	0	0	1	3
GRXCR2	0	0	0	0
GSC	25	28	60	92
GSC2	0	0	0	0
GSDMA	1	0	1	0
GSDMB	57	85	98	110
GSDMC	1	2	8	17
GSDMD	767	1382	1	0
GSG1	1	3	0	1
GSG1L	218	34	0	0
GSG2	327	192	426	370
GSK3A	2732	2403	988	1103
GSK3B	2869	1816	2621	2276
GSN	794	1056	389	421
GSPT1	8590	5572	5013	5163
GSPT2	259	149	274	246
GSR	5026	3853	5495	6049
GSS	1873	2235	2804	3235
GSTA1	0	0	246	297
GSTA2	0	1	40	50
GSTA3	0	0	0	0
GSTA4	136	185	475	554
GSTA5	0	0	0	0
GSTA7P	0	0	0	1
GSTCD	1022	886	868	856
GSTK1	1765	2299	552	656
GSTM1	21	16	3	1
GSTM2	5	7	3	1
GSTM2P1	46	61	0	1
GSTM3	4189	3290	2629	2889
GSTM4	538	636	2	2
GSTM5	1	0	0	0
GSTO1	1482	1341	827	1074
GSTO2	821	787	235	269
GSTP1	1	1	3	9
GSTT1	378	576	135	150
GSTT2	0	0	26	32
GSTT2B	0	0	0	0
GSTTP1	0	0	0	0
GSTTP2	0	0	0	0
GSTZ1	1283	2130	997	1344
GSX1	0	0	0	0
GSX2	0	0	0	0
GTDC1	195	176	122	133
GTF2A1	832	459	1152	895
GTF2A1L	0	0	0	0
GTF2A2	860	800	1632	1943
GTF2B	476	400	533	689
GTF2E1	799	683	1385	1437
GTF2E2	737	441	1012	1149
GTF2F1	2115	1971	2611	2486
GTF2F2	1615	1209	466	563
GTF2H1	997	728	1220	1134
GTF2H2	68	42	465	567
GTF2H2B	6	7	35	31
GTF2H2C	1	0	1	1
GTF2H2D	9	8	7	13
GTF2H3	1189	780	1366	1407
GTF2H4	938	722	466	500
GTF2H5	991	978	540	684
GTF2I	3659	2491	1285	1022
GTF2IP1	0	0	0	0
GTF2IRD1	1564	1412	771	803
GTF2IRD2	9	14	9	5
GTF2IRD2B	9	27	14	12
GTF2IRD2P1	0	0	0	0
GTF3A	7034	4630	6753	7474
GTF3C1	5325	4475	3878	3478
GTF3C2	3190	2235	2548	2511
GTF3C3	1797	1467	1131	1082
GTF3C4	1712	955	932	749
GTF3C5	2537	2335	1544	1774
GTF3C6	463	384	1547	1657
GTPBP1	877	692	1027	1036
GTPBP10	1422	946	1360	1400
GTPBP2	1668	1800	1424	1459
GTPBP3	926	801	941	953
GTPBP4	6009	4112	3894	4311
GTPBP5	764	636	909	933
GTPBP6	0	0	0	0
GTPBP8	291	258	553	611
GTSE1	1475	1316	982	997
GTSF1	0	0	2	3
GTSF1L	0	0	0	0
GUCA1A	0	0	0	1
GUCA1B	9	12	2	2
GUCA1C	0	0	0	0
GUCA2A	0	1	0	0
GUCA2B	0	0	0	0
GUCY1A2	37	10	3	5
GUCY1A3	780	520	2283	2077
GUCY1B2	81	71	9	11
GUCY1B3	229	264	6	14
GUCY2C	6	8	0	0
GUCY2D	8	26	1	4
GUCY2E	0	0	0	0
GUCY2F	0	0	0	0
GUCY2GP	0	0	0	0
GUF1	1152	887	1639	1629
GUK1	1321	1745	2267	2551
GULP1	87	107	941	965
GUSB	627	688	1648	1777
GUSBP1	163	163	482	438
GUSBP10	0	0	1	0
GUSBP11	230	186	227	202
GUSBP2	16	17	16	11
GUSBP3	0	1	21	19
GUSBP4	18	24	8	10
GUSBP5	28	38	15	14
GUSBP9	3	1	19	12
GVINP1	1	0	14	16
GXYLT1	1355	1029	647	531
GXYLT2	14	11	74	89
GYG1	2055	2221	1122	1271
GYG2	184	229	177	229
GYG2P1	0	0	1	1
GYLTL1B	648	571	688	745
GYPA	0	0	0	0
GYPB	0	0	0	0
GYPC	0	0	0	0
GYPE	0	1	0	0
GYS1	1610	1836	825	720
GYS2	0	0	0	0
GZF1	570	434	946	970
GZMA	0	0	0	0
GZMB	0	0	0	0
GZMH	0	0	0	0
GZMK	0	0	0	0
GZMM	0	2	6	3
H19	355	269	10	16
H1F0	7451	9014	3075	3215
H1FNT	0	0	0	0
H1FOO	0	0	0	0
H1FX	1072	1285	2109	1903
H2AFB1	0	0	0	0
H2AFB2	0	0	0	0
H2AFB3	0	0	0	0
H2AFJ	623	851	6	13
H2AFV	3063	3009	2999	3118
H2AFX	1474	1971	2917	2758
H2AFY	6802	6124	7963	8501
H2AFY2	580	441	1076	1189
H2AFZ	10306	7619	9748	12139
H2BFM	0	0	1	0
H2BFWT	0	0	1	0
H2BFXP	1	0	1	1
H3F3A	0	0	0	0
H3F3B	14776	15759	7379	8387
H3F3C	1166	1302	645	808
H6PD	1096	1120	1780	1615
HAAO	28	10	0	0
HABP2	3	1	1	0
HABP4	256	182	299	412
HACE1	259	207	501	477
HACL1	897	763	583	648
HADH	2907	2643	2139	2402
HADHA	5327	4774	5578	5820
HADHB	2238	2535	3407	3679
HAGH	852	966	872	1050
HAGHL	437	835	319	281
HAL	3	3	0	0
HAMP	0	2	1	1
HAND1	0	0	0	0
HAND2	0	0	0	0
HAO1	0	0	0	2
HAO2	0	0	9	15
HAP1	12	19	107	87
HAPLN1	0	1	1	5
HAPLN2	0	3	2	0
HAPLN3	8	13	5	8
HAPLN4	0	0	0	0
HAR1A	1	1	1	1
HAR1B	0	1	1	3
HARBI1	240	176	113	172
HARS	2224	1838	2330	2472
HARS2	1888	1832	1596	1766
HAS1	0	0	0	1
HAS2	15	1	1	0
HAS2-AS1	0	1	0	0
HAS3	19	13	70	60
HAT1	2891	2842	2091	2452
HAUS1	1437	1192	488	589
HAUS2	668	507	792	765
HAUS3	741	714	714	715
HAUS4	1528	1711	1441	1675
HAUS5	822	813	1077	1143
HAUS6	794	633	1053	1003
HAUS7	681	511	363	426
HAUS8	602	463	489	606
HAVCR1	0	0	0	0
HAVCR2	1	2	0	0
HAX1	2944	2550	3315	3849
HBA1	6	9	0	0
HBA2	0	0	0	0
HBB	0	0	0	0
HBBP1	0	0	1	1
HBD	0	0	0	0
HBE1	0	0	4	10
HBEGF	16	20	195	212
HBG1	0	0	0	0
HBG2	0	0	0	0
HBII-52-27	0	0	0	0
HBII-52-28	0	0	0	0
HBII-52-45	0	0	0	0
HBII-52-46	0	0	0	0
HBM	0	0	0	0
HBP1	1270	1346	722	706
HBQ1	0	0	5	6
HBS1L	1224	971	2456	2506
HBXIP	2040	1959	1645	1850
HBZ	0	0	0	1
HCAR1	401	226	0	0
HCAR2	13	10	3	2
HCAR3	19	25	0	0
HCCS	490	323	663	739
HCFC1	3814	2381	3337	2853
HCFC1R1	918	1861	321	426
HCFC2	321	261	556	517
HCG11	493	460	1	1
HCG18	747	620	621	551
HCG22	0	0	0	0
HCG23	0	0	1	5
HCG25	8	7	7	7
HCG26	0	0	2	0
HCG27	2	7	22	18
HCG4	1	6	22	40
HCG4B	0	0	2	1
HCG9	0	0	0	0
HCK	0	0	1	1
HCLS1	0	0	1	3
HCN1	0	0	0	0
HCN2	430	503	69	49
HCN3	502	673	82	75
HCN4	21	13	0	1
HCP5	17	9	91	116
HCRT	0	0	0	0
HCRTR1	0	0	0	0
HCRTR2	0	0	0	0
HCST	7	2	31	35
HDAC1	3970	4624	4513	5271
HDAC10	838	1308	408	415
HDAC11	309	466	499	550
HDAC2	3672	2807	7087	7512
HDAC3	2380	2214	1564	1886
HDAC4	148	84	267	247
HDAC5	541	576	581	513
HDAC6	863	884	1514	1357
HDAC7	1383	1476	1108	1151
HDAC8	278	276	416	449
HDAC9	2	0	3	3
HDC	1	0	1	0
HDDC2	1542	1166	1526	1798
HDDC3	933	1076	763	851
HDGF	22349	17473	7211	8147
HDGFL1	0	0	3	0
HDGFRP2	1554	1622	1639	1535
HDGFRP3	1589	1835	379	432
HDHD1	1116	790	476	529
HDHD2	1255	1266	1128	1087
HDHD3	782	685	344	387
HDLBP	13691	9729	19239	17242
HDX	2	0	73	56
HEATR1	2095	860	1801	1470
HEATR2	1545	1053	1501	1461
HEATR3	662	485	641	718
HEATR4	10	10	0	0
HEATR5A	1264	821	888	803
HEATR5B	935	925	1438	1117
HEATR6	5275	4386	750	723
HEATR7A	410	347	236	210
HEATR7B2	0	0	0	0
HEATR8	0	0	0	0
HEATR8-TTC4	0	0	0	0
HEBP1	701	844	711	675
HEBP2	846	1043	1607	1981
HECA	399	488	558	525
HECTD1	7974	5177	5199	4227
HECTD2	212	234	277	299
HECTD3	853	704	1246	1308
HECW1	0	0	2	0
HECW2	156	125	14	20
HEG1	30	5	186	116
HELB	89	44	68	44
HELLS	1199	902	864	914
HELQ	461	412	405	388
HELT	0	0	0	0
HELZ	2638	1749	2100	1396
HEMGN	0	0	0	0
HEMK1	378	452	729	607
HENMT1	1405	1291	511	518
HEPACAM	0	0	52	50
HEPACAM2	2	0	1	0
HEPH	0	0	33	49
HEPHL1	10	17	5	6
HEPN1	0	0	0	0
HERC1	2223	1058	904	664
HERC2	1207	754	1029	931
HERC2P2	393	317	251	253
HERC2P3	0	8	59	51
HERC2P4	1	1	0	5
HERC2P7	0	0	2	0
HERC2P9	62	66	60	52
HERC3	527	608	1659	1377
HERC4	1783	1552	693	592
HERC5	89	25	39	35
HERC6	1171	353	60	54
HERPUD1	626	505	1938	1932
HERPUD2	642	592	565	437
HES1	3208	8181	181	191
HES2	59	84	86	61
HES3	0	0	0	0
HES4	75	89	25	20
HES5	0	0	3	2
HES6	155	210	1030	1137
HES7	0	0	3	10
HESX1	7	21	22	22
HEXA	2090	2164	875	1026
HEXB	1515	1490	2179	2302
HEXDC	308	430	253	224
HEXIM1	2174	2354	1808	1735
HEXIM2	165	279	261	287
HEY1	3	12	11	19
HEY2	5	3	0	0
HEYL	30	77	0	0
HFE	214	248	2	0
HFE2	19	2	0	3
HFM1	9	14	38	24
HGC6.3	0	0	0	0
HGD	6	5	156	179
HGF	1	0	0	0
HGFAC	1	4	7	8
HGS	2178	2044	1842	1725
HGSNAT	543	582	1094	958
HHAT	232	309	54	43
HHATL	0	0	0	0
HHEX	25	31	2	2
HHIP	0	2	1	0
HHIPL1	1	0	0	1
HHIPL2	3	4	5	3
HHLA1	0	0	1	0
HHLA2	0	0	2	1
HHLA3	38	51	210	248
HIAT1	1516	1340	2076	2162
HIATL1	2446	1973	2121	2140
HIATL2	31	13	9	9
HIBADH	1861	1622	1774	1752
HIBCH	600	705	465	469
HIC1	6	6	14	8
HIC2	54	68	57	52
HIF1A	4307	3372	3107	2813
HIF1AN	2143	1729	1123	1143
HIF3A	3	0	0	0
HIGD1A	988	697	1573	1715
HIGD1B	0	1	5	2
HIGD1C	0	0	0	1
HIGD2A	1737	2134	2024	2424
HIGD2B	2	1	3	1
HILS1	0	0	0	0
HINFP	556	517	320	394
HINT1	4795	5176	4807	5969
HINT2	389	432	1736	2030
HINT3	1007	1061	1786	1717
HIP1	1441	888	1754	1425
HIP1R	1466	1199	1055	1022
HIPK1	13038	8149	2924	2263
HIPK2	1363	899	4385	3071
HIPK3	1347	869	1097	775
HIPK4	6	4	1	0
HIRA	2563	1473	1428	1608
HIRIP3	719	644	1450	1544
HIST1H1A	0	0	0	0
HIST1H1B	3	3	12	5
HIST1H1C	94	101	440	525
HIST1H1D	2	4	0	0
HIST1H1E	3	5	9	8
HIST1H1T	1	0	0	0
HIST1H2AA	0	0	0	0
HIST1H2AB	2	1	5	0
HIST1H2AC	82	70	66	83
HIST1H2AD	0	0	0	1
HIST1H2AE	24	22	16	17
HIST1H2AG	21	17	20	17
HIST1H2AH	0	1	4	2
HIST1H2AI	8	17	13	3
HIST1H2AJ	0	2	9	4
HIST1H2AK	5	2	17	10
HIST1H2AL	4	1	7	6
HIST1H2AM	13	4	28	14
HIST1H2BA	0	0	0	0
HIST1H2BB	1	0	0	0
HIST1H2BC	18	41	19	14
HIST1H2BD	160	227	72	60
HIST1H2BE	3	7	1	0
HIST1H2BF	5	2	6	5
HIST1H2BG	11	32	5	12
HIST1H2BH	47	41	0	0
HIST1H2BI	0	2	0	0
HIST1H2BJ	13	11	21	36
HIST1H2BK	674	758	542	602
HIST1H2BL	4	6	18	16
HIST1H2BM	0	0	0	0
HIST1H2BN	6	8	11	11
HIST1H2BO	4	6	6	4
HIST1H3A	4	6	17	19
HIST1H3B	7	4	12	6
HIST1H3C	0	0	0	1
HIST1H3D	2	9	22	21
HIST1H3E	8	17	30	31
HIST1H3F	8	4	0	0
HIST1H3G	12	28	0	0
HIST1H3H	33	52	64	60
HIST1H3I	2	2	0	0
HIST1H3J	2	3	1	6
HIST1H4A	5	0	2	0
HIST1H4B	1	1	1	5
HIST1H4C	0	1	6	6
HIST1H4D	4	2	1	1
HIST1H4E	6	4	10	11
HIST1H4F	0	0	0	0
HIST1H4G	0	0	0	0
HIST1H4H	18	8	27	17
HIST1H4I	4	4	2	3
HIST1H4J	0	0	1	0
HIST1H4K	0	2	0	0
HIST1H4L	0	0	0	0
HIST2H2AA3	0	0	0	0
HIST2H2AA4	0	0	0	0
HIST2H2AB	2	5	2	0
HIST2H2AC	17	18	31	33
HIST2H2BA	0	0	2	0
HIST2H2BC	20	32	22	19
HIST2H2BE	291	353	305	334
HIST2H2BF	11	23	11	21
HIST2H3A	0	0	0	0
HIST2H3C	0	0	0	0
HIST2H3D	0	3	0	0
HIST2H4A	0	0	0	0
HIST2H4B	0	0	0	0
HIST3H2A	44	37	137	120
HIST3H2BB	1	1	8	6
HIST3H3	0	1	0	0
HIST4H4	4	5	0	0
HIVEP1	1176	725	709	471
HIVEP2	866	462	683	441
HIVEP3	460	228	182	158
HJURP	923	882	1075	1203
HK1	7252	6458	3163	3020
HK2	2644	2674	3450	3045
HK3	0	0	2	2
HKDC1	0	1	3	2
HKR1	741	860	474	414
HLA-A	401	393	195	239
HLA-B	496	515	433	453
HLA-C	1085	1025	1235	1355
HLA-DMA	54	36	93	109
HLA-DMB	1	1	79	76
HLA-DOA	1	0	1	2
HLA-DOB	3	0	3	3
HLA-DPA1	4	1	24	17
HLA-DPB1	1	0	18	23
HLA-DPB2	0	0	0	0
HLA-DQA1	5	4	1	1
HLA-DQA2	1	1	0	0
HLA-DQB1	222	292	92	108
HLA-DQB2	0	0	0	0
HLA-DRA	1	0	19	16
HLA-DRB1	301	228	12	8
HLA-DRB3	0	0	0	0
HLA-DRB4	0	0	0	0
HLA-DRB5	84	58	5	1
HLA-DRB6	25	5	20	30
HLA-E	2429	3157	362	406
HLA-F	71	52	48	50
HLA-F-AS1	42	81	32	29
HLA-G	3	27	2	0
HLA-H	9	14	8	3
HLA-J	8	12	15	9
HLA-L	73	69	14	11
HLCS	648	526	1492	1376
HLF	17	14	601	612
HLTF	4963	3606	5907	5322
HLX	1	1	8	17
HM13	4220	4421	3239	3369
HMBOX1	175	67	217	162
HMBS	2508	1872	1842	2270
HMCN1	1377	918	5	8
HMG20A	1520	1072	410	427
HMG20B	3684	6125	3000	2962
HMGA1	4179	3181	2751	2883
HMGA1P7	15	1	0	1
HMGA2	24	7	0	0
HMGB1	7719	6541	4129	4482
HMGB2	7699	8668	3918	4198
HMGB3	4258	4084	1807	2135
HMGB3P1	0	0	0	0
HMGB4	0	0	0	0
HMGCL	433	944	528	601
HMGCLL1	4	0	3	0
HMGCR	6008	3302	3009	3062
HMGCS1	5865	3352	3743	3807
HMGCS2	17	26	3901	4120
HMGN1	3988	3807	1688	1872
HMGN2	1053	1220	573	518
HMGN2P46	2	1	498	505
HMGN3	858	850	590	602
HMGN4	1861	1907	1324	1470
HMGN5	1	2	1081	1050
HMGXB3	1979	1580	2250	2164
HMGXB4	1306	1055	988	909
HMHA1	354	541	591	615
HMHB1	0	0	0	0
HMMR	2353	2020	4090	3923
HMOX1	120	111	274	307
HMOX2	1497	1229	1021	1285
HMP19	2	1	1	3
HMSD	2	0	0	0
HMX1	1	0	87	96
HMX2	0	0	0	0
HMX3	0	0	0	0
HN1	3209	2747	5522	6314
HN1L	6830	5784	6352	6478
HNF1A	36	28	74	62
HNF1A-AS1	0	0	0	0
HNF1B	0	1	280	288
HNF4A	0	0	0	0
HNF4G	29	27	146	128
HNMT	88	66	16	4
HNRNPA0	4597	4255	5431	5714
HNRNPA1	419	478	462	474
HNRNPA1L2	138	118	94	86
HNRNPA1P10	0	0	0	0
HNRNPA2B1	41938	34341	22544	24135
HNRNPA3	2654	2240	1672	1648
HNRNPA3P1	5	6	4	2
HNRNPAB	11686	8637	4014	4174
HNRNPC	7159	5299	5991	6241
HNRNPCL1	0	0	0	0
HNRNPD	6456	4942	5732	5995
HNRNPF	12555	9358	10729	11721
HNRNPH1	15590	14373	8185	8463
HNRNPH2	59	47	56	55
HNRNPH3	6637	4449	3875	3822
HNRNPK	10868	8710	9510	10011
HNRNPKP3	9	12	9	12
HNRNPL	4975	4478	4622	5583
HNRNPM	6790	5570	8289	8739
HNRNPR	6989	5441	4067	4232
HNRNPU	12875	9748	13016	12354
HNRNPUL1	11576	8438	4065	3573
HNRNPUL2	1627	1618	1005	1128
HNRNPUL2-BSCL2	0	0	0	0
HNRPDL	5860	4705	4351	4446
HNRPLL	1121	1037	1174	1187
HOGA1	12	26	321	374
HOMER1	996	688	986	839
HOMER2	1333	586	703	743
HOMER3	157	134	227	266
HOMEZ	401	342	437	392
HOOK1	1702	1172	2181	1943
HOOK2	3086	3745	1579	1568
HOOK3	425	373	905	693
HOPX	2	16	23	27
HORMAD1	0	0	3	1
HORMAD2	0	0	1	0
HOTAIR	144	175	2	1
HOTAIRM1	24	20	49	47
HOTTIP	0	0	7	7
HOXA1	13	7	43	34
HOXA10	3	0	363	416
HOXA10-HOXA9	0	0	0	0
HOXA11	33	12	13	5
HOXA11-AS1	12	10	5	6
HOXA13	4	3	26	28
HOXA2	9	7	3	2
HOXA3	15	28	23	10
HOXA4	79	77	2	1
HOXA5	87	132	30	32
HOXA6	16	12	7	16
HOXA7	16	9	1	3
HOXA9	0	0	1	1
HOXB1	0	0	0	0
HOXB13	45	60	8351	8855
HOXB13-AS1	2	0	466	477
HOXB2	2	0	1	1
HOXB3	2	0	9	9
HOXB4	0	0	0	0
HOXB5	0	2	0	0
HOXB6	1	0	1	1
HOXB7	200	240	8	5
HOXB8	0	1	0	0
HOXB9	8	9	68	77
HOXC10	1203	1263	21	14
HOXC11	208	178	2	1
HOXC12	1	0	14	16
HOXC13	414	212	459	466
HOXC4	84	83	67	63
HOXC5	28	19	61	60
HOXC6	86	62	360	393
HOXC8	22	14	9	14
HOXC9	20	8	77	91
HOXD1	4	1	1	0
HOXD10	0	1	0	0
HOXD11	0	1	0	0
HOXD12	2	3	0	0
HOXD13	4	1	0	0
HOXD3	0	0	0	0
HOXD4	0	0	0	0
HOXD8	5	11	0	0
HOXD9	0	0	0	0
HP	0	0	0	0
HP1BP3	4578	4086	2469	2242
HPCA	3	6	2	1
HPCAL1	599	543	813	812
HPCAL4	3	3	116	84
HPD	11	10	23	22
HPDL	727	407	15	8
HPGD	80	36	6	4
HPGDS	0	0	1	1
HPN	155	319	1671	1662
HPR	0	1	282	346
HPRT1	1934	1764	1148	1183
HPS1	780	1039	456	493
HPS3	2724	3032	928	898
HPS4	1522	1210	1043	1042
HPS5	635	453	846	934
HPS6	727	686	702	834
HPSE	220	207	186	172
HPSE2	0	1	2	2
HPVC1	0	0	0	0
HPX	19	94	19	18
HPYR1	0	0	0	0
HR	1027	961	31	20
HRAS	1107	1228	1091	1405
HRASLS	0	0	0	0
HRASLS2	2	3	2	1
HRASLS5	0	0	23	22
HRC	5	5	16	13
HRCT1	2	1	13	11
HRG	0	0	0	0
HRH1	1	1	6	6
HRH2	25	17	3	7
HRH3	3	2	6	2
HRH4	2	0	3	1
HRK	5	0	14	13
HRNR	0	0	3	2
HRSP12	1173	892	585	658
HS1BP3	274	328	648	691
HS2ST1	2154	1584	1031	983
HS3ST1	1	1	289	322
HS3ST2	0	0	0	0
HS3ST3A1	0	0	1	3
HS3ST3B1	0	1	0	6
HS3ST4	0	0	2	3
HS3ST5	0	10	2	0
HS3ST6	0	0	0	0
HS6ST1	1055	1015	605	679
HS6ST2	499	221	15	27
HS6ST3	322	276	8	2
HSBP1	6527	6815	2439	2792
HSBP1L1	280	336	356	382
HSCB	479	640	222	245
HSD11B1	0	0	0	0
HSD11B1L	77	74	249	284
HSD11B2	188	157	991	948
HSD17B1	188	208	485	443
HSD17B10	1828	1777	2009	2554
HSD17B11	87	141	351	432
HSD17B12	767	727	553	624
HSD17B13	1	3	3	7
HSD17B14	19	40	21	26
HSD17B2	0	3	1	2
HSD17B3	0	1	1	2
HSD17B4	4613	3869	4468	4408
HSD17B6	138	85	152	169
HSD17B7	404	344	376	473
HSD17B7P2	88	63	51	55
HSD17B8	110	154	503	575
HSD3B1	0	0	30	21
HSD3B2	0	0	1	1
HSD3B7	1911	2488	442	501
HSD3BP4	0	0	1	0
HSD52	0	0	0	0
HSDL1	1757	1188	929	966
HSDL2	1586	1235	1765	1924
HSF1	1788	1642	2014	2054
HSF2	372	277	750	733
HSF2BP	75	68	39	51
HSF4	544	916	229	175
HSF5	0	0	0	0
HSFX1	0	0	0	0
HSFX2	0	0	0	0
HSFY1	0	0	0	0
HSFY1P1	0	0	0	0
HSFY2	0	0	0	0
HSH2D	199	237	55	86
HSP90AA1	44089	33232	36715	38187
HSP90AA4P	1141	823	1079	899
HSP90AA6P	12	8	9	5
HSP90AB1	38955	29207	28582	30874
HSP90AB2P	1108	823	827	825
HSP90AB3P	8471	5769	6114	6223
HSP90AB4P	31	16	20	16
HSP90B1	20660	12288	39711	39842
HSP90B3P	1314	784	2626	2573
HSPA12A	120	64	209	193
HSPA12B	32	29	24	29
HSPA13	963	723	1889	1931
HSPA14	1161	863	717	783
HSPA1A	1181	1648	11	2
HSPA1B	1262	1587	1358	1384
HSPA1L	54	53	134	143
HSPA2	206	190	10	6
HSPA4	7110	4208	6064	6181
HSPA4L	1244	749	995	930
HSPA5	12057	6915	25913	26627
HSPA6	1	1	14	6
HSPA7	1	0	4	2
HSPA8	36541	26192	43007	44915
HSPA9	14874	9782	9419	9564
HSPB1	6628	8036	2739	3169
HSPB11	350	387	772	898
HSPB2	0	0	4	5
HSPB2-C11orf52	0	0	0	0
HSPB3	0	0	0	0
HSPB6	6	10	19	23
HSPB7	3	2	0	0
HSPB8	5180	1072	104	114
HSPB9	2	0	15	7
HSPBAP1	154	88	186	198
HSPBP1	532	429	934	941
HSPC072	0	0	32	26
HSPC159	421	392	1110	1123
HSPD1	14626	9543	17060	17403
HSPE1	633	405	383	614
HSPE1-PHOCN	0	0	0	0
HSPG2	767	336	462	279
HSPH1	8804	6354	6947	7134
HTA	0	0	1	0
HTATIP2	1088	990	1	1
HTATSF1	3636	3017	2869	2790
HTN1	0	0	0	1
HTN3	0	0	0	0
HTR1A	0	0	1	0
HTR1B	0	0	0	0
HTR1D	11	17	0	0
HTR1E	4	2	0	0
HTR1F	179	116	1	0
HTR2A	0	0	0	0
HTR2B	3	2	5	12
HTR2C	114	108	108	119
HTR3A	0	1	59	72
HTR3B	0	0	6	1
HTR3C	0	0	2	0
HTR3D	0	0	1	0
HTR3E	0	0	1	0
HTR4	1	0	0	0
HTR5A	0	0	22	13
HTR6	5	3	3	2
HTR7	16	3	8	5
HTR7P1	155	230	79	68
HTRA1	189	201	546	584
HTRA2	619	659	575	751
HTRA3	1	0	1	3
HTRA4	14	9	0	0
HTT	5229	2829	1796	1527
HULC	1	1	2	0
HUNK	73	46	58	72
HUS1	352	255	591	585
HUS1B	1	3	2	0
HUWE1	8919	3675	6602	4861
HVCN1	2	7	5	1
HYAL1	3	2	108	119
HYAL2	809	616	1527	1785
HYAL3	54	41	518	610
HYAL4	3	0	0	1
HYALP1	0	0	0	0
HYDIN	8	5	78	78
HYI	0	0	0	0
HYLS1	472	411	3	11
HYMAI	0	1	0	1
HYOU1	6543	4087	10723	11402
IAH1	1227	1233	995	1185
IAPP	0	0	0	0
IARS	11136	4785	12065	11293
IARS2	7271	6584	7286	7817
IBA57	360	354	652	647
IBSP	6	24	1	2
IBTK	2730	1783	2621	2185
ICA1	943	1140	1078	1249
ICA1L	181	183	196	202
ICAM1	56	62	2	1
ICAM2	0	0	0	1
ICAM3	336	498	341	364
ICAM4	1	0	0	0
ICAM5	97	133	10	11
ICK	1521	1294	1635	1519
ICMT	2516	1863	3088	3063
ICOS	0	0	0	0
ICOSLG	422	307	170	164
ICT1	1054	783	1214	1419
ID1	2893	3451	312	305
ID2	2069	2765	567	617
ID2B	69	106	25	27
ID3	1151	1794	445	506
ID4	138	134	7	9
IDAS	35	26	33	26
IDE	2809	2010	1519	1431
IDH1	3297	2578	8668	8705
IDH2	9966	9536	2992	3360
IDH3A	2119	1623	1806	2021
IDH3B	1881	1777	1536	1746
IDH3G	1686	1916	706	801
IDI1	5162	4558	2084	2362
IDI2	96	112	66	71
IDI2-AS1	61	115	20	16
IDO1	0	0	0	0
IDO2	0	0	0	0
IDS	3039	2778	1026	900
